Company Name,Product Name,Smallest Quantity,Price 1,Largest Quantity,Price 2,Rating,Total Reviews,Written Reviews,Product Formulation,Skin Type,Main Ingredients,Product Type,Established On,Paraben ,Mineral Oil ,Vegan,Fragrance,Category,Ingredient List
The Face Shop,Chia Seed Hydro Cream,25,1087,50,2599,4.5,1159,332,Gel,All,"Chia_Seed,Vitamin-B12",Moisturizer,2003,No,No,No,Yes,Hydration,"Water/Eau, Glycerin, Cyclohexasiloxane, Propanediol, Polyglyceryl-4 Caprate, 1,2-Hexanediol, Butylene Glycol, Hydrogenated Olive Oil Stearyl Esters, Hydrogenated Polydecene, Cetyl Palmitate, Panthenol, Caprylic/Capric Oil, Jojoba Esters, Hydrogenated Olive Oil Unsaponifiables, Maltodextrin, Sodium Citrate, Citric Acid, Cyanocobalamin, Dipentaerythrityl Hexacaprylate/Hexacaprate, Isohexadecane, Eclipta Prostrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 60, Trisodium Edta, Tromethamine, perfume/Fragrance"
The Face Shop,Rice & Ceramide Moisturizing Emulsion,70,599,150,990,4.4,9907,1235,Milky,Dry,"Rice,Ceramide",Emulsion,2003,,,No,Yes,Moisturization,"Water, Glycerin, Alcohol, Dipropylene Glycol, Caprylic/Capric Triglyceride, Hydrogenated Polydecene, Betaine, Cyclomethicone, Cetyl Ethylhexanoate, Polyglyceryl-3 Methylglucose Distearate, DI-C12-13 Alkyl Malate, Oryza Sativa (Rice) Extract, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea Butter), Dimethicone, Lecithin, Caprylic/Capric Glycerides, Dimethicone/Vinyl Dimethicone Crosspolymer, Oryza Sativa (Rice) Bran Oil, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, C12-14 Pareth-12, Sodium Hyaluronate, Ceramide 3, Polyglyceryl-10 Oleate, Hydrogenated Lecithin, Glycosphingolipids, Carbomer, Potassium Hydroxide, Fragrance, Methylparaben, Disodium EDTA, Alpha-Isomethyl Ionone, Benzyl Salicylate, Butylphenyl Methylpropional, CItronellol, Coumarin, Geraniol, Hexyl CInnamal, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Limonene, Linalool"
The Face Shop,White Seed Brightening Face Lotion,50,779,145,2190,4.4,724,137,Milky,All,"White_Seed,Niacinamide",Moisturizer,2003,,,No,No,Brightning,"Water/Eau, Cyclopentasiloxane, Dipropylene Glycol, Glycerin, Pentaerythrityl Tetraethylhexanoate, 1,2 Hexanediol, Sorbitol, Dimethicone, Panthenol, Squalane, Xanthan Gum, Beta-Glucan, Hydrogenated Olive Oil Unsaponifiables, Eucalyptus Globulus Leaf Extract, Mentha Rotundifolia Leaf Extract, Rosa Canina Fruit Extract, Corchorus Olitorius Leaf Extract, Monarda Didyma Leaf Extract, Salvia Officinalis(Sage)Leaf Extract, Silica, Methyl Glucose Sesquistearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium Edta, Tromethamine"
The Face Shop,Pomegranate & Collagen Cream,50,1249,100,2350,4.4,1910,223,Creamy,Dry,"Pomegranate,Collagen",Moisturizer,2003,,,No,Yes,Rejuvenating,"Water/Eau,Butyrospermum Parkii (Shea) Butter,Propanediol, Pentaerythrityl,A Tetraethylhexanoate,Glycerin, Diisostearyl Malate,Dimethicone,Limnanthes Alba (Meadowfoam) Seed Oil,1,2-Hexanediol,Peg-100 Stearate,Glyceryl Stearate,Stearyl Alcohol,Punica Granatum Fruit Extract,Panthenol,Caprylic/Capric Glycerides,Peg-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether,Sorbitan Sesquioleate,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Squalane,Polysorbate 60,Adenosine,Hydrolyzed Collagen,Illicium Verum (Anise) Fruit Extract,Caprylic/Capric Triglyceride,Potassium Hydroxide,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Disodium Edta,Caprylyl Glycol,Iron Oxides (Ci 77491),perfume/Fragrance"
The Face Shop,Rice & Ceramide Moisturizing Cream,50,1040,,,4.4,4212,509,Creamy,Dry,"Rice,Ceramide",Moisturizer,2003,,,No,Yes,Moisturization,"Water/Eau, Glycerin, Dipropylene Glycol, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Behenyl Alcohol, Betaine, Neopentyl Glycol Diheptanoate, Tri-C14-15 Alkyl Citrate, Stearic Acid, 1-2-Hexanediol, Cetearyl Olivate, Oryza Sativa (Rice) Extract, Octyldodecyl Lactate, Diisostearyl Malate, Oryza Sativa (Rice) Bran Oil, Ceramide NP, Glycosphingolipids, Butyrospermum Parkii (Shea) Butter, Sorbitan Olivate, PEG-100 Stearate, Glyceryl Stearate, Isoceteth-25, Isoceteth-10, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyacrylate-13, Dimethicone, Cyclomethicone, Polyisobutene, Polysorbate 20, Sodium Hyaluronate, Polyglyceryl-10 Oleate, Lecithin, Trisodium EDTA, Caprylic/Capric Glycerides, Ethylhexylglycerin, Phenoxyethanol, Parfum/-Fragrance"
The Face Shop,Pomegranate & Collagen Emulsion,140,1960,,,4.4,577,76,Milky,All,"Pomegranate,Collagen",Emulsion,2003,,,No,Yes,Brightning,"Water/Eau, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Triethylhexanoin, Pentaerythrityl Tetraethylhexanoate, Butylene Glycol, Cetyl Ethylhexanoate, Punica Granatum Fruit Extract, Betaine, Hydrolyzed Collagen, Peg-100 Stearate, Glyceryl Stearate, Cyclopentasiloxane, Dimethicone, Cetearyl Alcohol, Caprylic/Capric Glycerides, C14-22 Alcohols, Carbomer, Dimethiconol, Potassium Hydroxide, Xanthan Gum, C12-20 Alkyl Glucoside, Adenosine, Sodium Hyaluronate, Disodium EDTA, Iron Oxides (CI 77491), Ethylhexylglycerin, perfume/Fragrance"
The Face Shop,Dr. Belmeur Clean Mild Lotion,145,1485,,,4.5,130,26,Milky,Oily,"Squalane,Vitamin-B5",Moisturizer,2003,No,No,No,Yes,Hydration,"Water/Eau, Cyclopentasiloxane, Dipropylene Glycol, Glycerin, Pentaerythrityl Tetraethylhexanoate, 1,2 Hexanediol, Sorbitol, Dimethicone, Panthenol, Squalane, Xanthan Gum, Beta-Glucan, Hydrogenated Olive Oil Unsaponifiables, Eucalyptus Globulus Leaf Extract, Mentha Rotundifolia Leaf Extract, Rosa Canina Fruit Extract, Corchorus Olitorius Leaf Extract, Monarda Didyma Leaf Extract, Salvia Officinalis(Sage)Leaf Extract, Silica, Methyl Glucose Sesquistearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium Edta, Tromethamine"
The Face Shop,Tea Tree Pore Cream,50,2799,,,4.4,32,6,Creamy,Oily,"Tea_Tree,AHA,BHA,PHA,Hyaluronic_Acid,Vitamin-B5",Moisturizer,2003,No,No,Yes,No,Hydration,"Water, Hydrogenated Polyisobutene, Butylene Glycol, Dipropylene Glycol, 1,2-Hexanediol, Glycerin, Hydrogenated Polydecene, Niacinamide, Panthenol, Trehalose, Serine, Polymethylsilsesquioxane, Acrylates, C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Anthemis Nobilis Flower Oil, Sorbitan Isostearate, Vetiveria Zizanoides Root Oil, Arginine, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate, Glyceryl Acrylate, Acrylic Acid Copolymer, Citric Acid, Beta-Glucan, Carnitine, Dextrin, Theobroma Cacao (Cocoa) Seed Extract, Gluconolactone, Salicylic Acid, Centella Asiatica Leaf Extract, Melaleuca Alternifolia (Tea Tree) Flower, Leaf, Stem Extract"
The Face Shop,The Therapy Vegan Moisture Blending Gel Cream,60,3799,,,4.6,9,0,Gel Cream,Sensitive,Niacinamide,Moisturizer,2003,No,No,Yes,No,Moisturization,"Water, Eau, Glycerin, Butylene Glycol, Propanediol, Betaine, 1,2-Hexanediol, Panthenol, Leontopodium Alpinum Flower, Leaf Extract, Buddleja Davidii Extract, Thymus Vulgaris (Thyme) Extract, Hydrangea Macrophylla Leaf Extract, Olea Europaea (Olive) Fruit Oil, Calendula Officinalis Flower Extract,Cymbopogon Martini Oil, Laurus Nobilis Leaf Extract, Santalum Album (Sandalwood) Oil, Carbomer,Polyglyceryl-10 Stearate,Tromethamine, Polyglyceryl-10 Oleate, Sodium Gluconate, Vetiveria Zizanoides Root Oil,Sodium Polyacrylate, Glyceryl Acrylate, Acrylic Acid Copolymer,Adenosine, Rosmarinus Officinalis (Rosemary) Leaf Oil, Persea Gratissima (Avocado) Oil, Caprylic, Capric, Triglyceride, Malachite Extract"
The Face Shop,The Therapy Vegan Moisture Blending Cream,60,3799,,,4,3,0,Creamy,Dry,Ceramide,Moisturizer,2003,No,No,Yes,No,Moisturization,"Water, Eau, Dipropylene Glycol, Glycerin, Squalane, Cetyl Ethylhexanoate, Coco-Caprylate, Caprate, Caprylic, Capric Triglyceride, Theobroma Cacao (Cocoa) Seed Butter, Isostearyl Isostearate, Polyglyceryl-3 Methylglucose Distearate, Cetearyl Alcohol, 1,2-Hexanediol, Panthenol, Glyceryl Stearate Se, Glyceryl Stearate, Hydrogenated Lecithin, Stearic Acid, Octyldodecanol, Polyacrylate Crosspolymer-6, Ammonium Acryloyldimethyltaurate, Vp Copolymer, Vetiveria Zizanoides Root Oil, Diethylhexyl Syringylidenemalonate, Adenosine, Ceramide Np, Trisodium Edta, Rosmarinus Officinalis (Rosemary) Leaf Oil, Persea Gratissima (Avocado) Oil, T-Butyl Alcohol, Beta-Glucan, Sucrose Stearate, Tocopherol, Cholesterol, Olea Europaea (Olive) Fruit Oil, Buddleja Davidii Extract, Thymus Vulgaris (Thyme) Extract, Linoleic Acid, Palmitic Acid, Calendula Officinalis Flower Extract, Laurus Nobilis Leaf Extract, Leontopodium Alpinum Flower, Leaf Extract, Cymbopogon Martini Oil, Santalum Album (Sandalwood) Oil, Elaeis Guineensis (Palm) Oil, Eclipta Prostrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil"
The Face Shop,Rice Water Bright Light Cleansing Oil,55,549,150,1349,4.4,2872,442,Oil,Dry,Rice,Cleansing Oil,2003,No,Yes,No,Yes,Deep Cleansing,"Isopropyl Myristate, Caprylic/capric Triglyceride, Sorbeth-30 Tetraoleate, Polyglyceryl-10 Diisostearate, Oryza Sativa (Rice) Bran Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Water/eau, Glycerin, Oryza Sativa (Rice) Extract, Saponaria Officinalis Leaf Extract, perfume/fragrance"
The Face Shop,Rice Water Bright Foaming Cleanser,100,625,150,899,4.5,25297,3069,Creamy,Normal,Rice,Cleanser,2003,No,,No,Yes,Brightning,"Potassium Hydroxide, Stearic Acid, Glycol Distearate, Lauric Acid, Disodium Cocoamphodiacetate, Cocamidopropyl Betaine, Cocamide Mea, Glyceryl Stearate, Peg-100 Stearate, Sodium Lauryl Sulfate, Oryza Sativa (Rice) Extract, Saponaria Officinalis Leaf Extract, Oryza Sativa (Rice) BranOil, Titanium Dioxide, Sodium Chloride, Divinyldimethicone/Dimethicone Copolymer, C12-13 Pareth-23, C12-13 Pareth-3, Butylene Glycol, Hexylene Glycol, Disodium Edta, Blue 1 (Ci 42090), Yellow 5( Ci 19140), Red 4 (Ci 14700), Hydroxypropyl Methylcellulose, Perfume/Fragrance, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde"
The Face Shop,Herb Day 365 Face Wash Lemon,100,365,170,590,4.4,1219,348,Creamy,Normal,"Lemon,Grapefruit",Cleanser,2003,,,No,,Deep Cleansing,
The Face Shop,Jeju Aloe Fresh Soothing Foam Cleanser,150,500,,,4.5,1334,118,Gel,Normal,Aloe_Vera,Cleanser,2003,No,,Yes,Yes,Moisturization,"Purified Water, Glycerin, Sodium Cocoyl Alaninate, Disodium Cocoyl Glutamate, Xanthan Gum, PEG-40 Hydrogenated Castor Oil, Aloe Barbadensis Leaf Extract (10 ppm), Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lauryl Hydroxysultaine, Sodium Cocoyl Glutamate, Potassium Cocoyl Glycinate, Caprylyl Glycol, Potassium Cocoate, Citric Acid, Butylene Glycol, Trisodium EDTA, Sodium Benzoate, Fragrance, Linalool, Limonene"
The Face Shop,Smart Peeling White Jewel Perle Face Scrub,120,990,,,4.3,610,159,Gel,All,Pearl_Powder,Exfoliator,2003,,,No,,Brightning,
The Face Shop,Herb Day 365 Face Wash Aloe Vera,170,590,,,4.5,585,142,Creamy,Dry,"Aloe_Vera,Green_Tea",Cleanser,2003,,,No,,Hydration,
The Face Shop,Jeju Volcanic Lava Cleansing Foam,140,1240,,,4.4,1034,253,Creamy,Oily,Volcanic_Ash,Cleanser,2003,No,,No,Yes,Deep Cleansing,"Water/Eau,Myristic Acid,Glycerin,Stearic Acid,Potassium Hydroxide,Lauric Acid,Volcanic Ash,Cocamide Mea,Glyceryl Stearate,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,Citrus Aurantium Dulcis (Orange) Oil,Citrus Grandis (Grapefruit) Peel Oil,Citrus Limon (Lemon) Peel Oil,Disodium Cocoamphodiacetate,Lavandula Angustifolia (Lavender) Oil,Menthol,Olea Europaea (Olive) Fruit Oil,Peg-100 Stearate,Polysorbate 20,Rose Flower Oil,Rosmarinus Officinalis (Rosemary) Leaf Oil,Silica,Sodium Chloride,Sodium Lauryl Sulfate,Hexylene Glycol ,Sasa Quelpaertensis Extract,Akebia Quinata Extract,Hizikia Fusiforme Extract,Fragrance/Parfum,Alcohol Denat,Disodium Edta"
The Face Shop,Herb Day 365 Face Wash Amino Acid,170,1299,,,4.2,4,0,Creamy,Normal,Amino_Acid,Cleanser,2003,,,No,,Brightning,"Glycerin, Potassium Cocoyl Glycinate, Purified Water, Citric Acid, 1,2-hexanediol, Hydroxypropyl Starch Phosphate, Sodium PCA, PPG-3 Caprylyl Ether, Sodium Cocoyl Alaninate, Glyceryl Stearate, Glycol Distearate, Panthenol, Polyquaternium-7, Butylene Glycol, Sodium Benzoate, Phytosteryl/Octyldodecyllauroyl Glutamate, Peony Root Extract (6.5 Ppm), Centella Asiatica Leaf Extract (1ppm), Ceramide Np, Chamomile Flower Extract (0.05ppm), Rooibos Extract (0.05ppm), Borage Extract (0.05ppm), Cornflower Extract (0.05ppm), Madonna Lily Extract ( 0.05ppm), Salvia Leaf Extract (0.05ppm)"
The Face Shop,All Clear Micellar All-In-One Face Wash,150,1199,,,4.6,36,3,Gel,All,"Hyaluronic_Acid,AHA,PHA",Cleanser,2003,No,No,Yes,,Deep Cleansing,"Water, Glycerin, Hydrogenated Palm Acid, Lauric Acid, Potassium Hydroxide Myristic Acid, Cocamidopropyl Betaine, Glyceryl Stearate, Peg-100 Stearate, Glycol Distearate, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Chloride, Caprylyl Glycol, Lavandula Angustifolia (Lavender) Oil, Tetrasodium Edta, Lauryl Hydroxysultaine, Peg-14m, Hydrolyzed Hyaluronic Acid, Panthenol, Citric Acid, Gluconolactone, Lactobionic Acid, Silica, Bht, Limonene, Linalool"
The Face Shop,Mango Seed Creamy Foaming Cleanser,150,1200,,,3.9,14,3,Creamy,Dry,"Mango_Seed_Butter,Ceramide",Cleanser,2003,No,No,Yes,,Moisturization,"Purified Water, Stearic Acid, Peg-8, Glycerin, Myristic Acid, Lauric Acid, Potassium Hydroxide, Butylene Glycol, Modified Alcohol, Peg-7 Glyceryl Cocoate, Glyceryl Stearate, Peg-100 Stearate, Mango Seed Butter (200,000 Ppb), Mango Seed Oil (1,000 Ppb), Mango Extract (2,000 Ppb), Shea Butter, Ceramide Np, Phytosphingosine, Polyquaternium-7, Disodium Edta, 1,2-Hexanediol, Yellow No. 4, Fragrance, Limonene, Hexyl Cinnamal, Linalool"
The Face Shop,Honey Black Sugar Scrub,120,990,,,4.4,1077,272,Creamy,Dry,"Black_Sugar,Honey",Exfoliator,2003,,,No,,Deep Cleansing,
The Face Shop,Tea Tree Pore Gel Cleanser,150,999,,,4.5,70,9,Gel,Sensitive,"Tea_Tree,AHA,BHA,PHA,Hyaluronic_Acid,Vitamin-B5,",Cleanser,2003,No,No,Yes,,Clarifying,"Water, Glycerin, Lauryl Hydroxysultaine, Potassium Cocoyl Glycinate, Coco-Glucoside, Sodium Cocoyl Alaninate, Acrylates, C10-30 Alkyl Acrylate Crosspolymer, Potassium Hydroxide, Sodium Benzoate, Salicylic Acid, Ethylhexylglycerin, Disodium Edta, Anthemis Nobilis Flower Oil, Vetiveria Zizanoides Root Oil, Dipropylene Glycol, Butylene Glycol, Carnitine, Serine, Arginine, Citric Acid, 1,2-Hexanediol, Melaleuca Alternifolia (Tea Tree) Flower, Leaf, Stem Extract, Gluconolactone, Hydrolyzed Hyaluronic Acid"
The Face Shop,White Seed Serum,30,1285,50,2490,4.3,1485,389,Fluid,All,"White_Seed,Niacinamide,Hyaluronic_Acid",Serum,2003,No,,No,Yes,Brightning,"Water, Propanediol, Panthenol, Dimethicone, Ethylhexyl Palmitate, Niacinamide, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Cyclopentasiloxane, Triceteareth-4 Phosphate, Caprylic/Capric Glycerides, Glycol Stearate, PEG-2 Stearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, Phenoxyethanol, Polymethylsilsesquioxane, Squalane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Bellis Perennis (Daisy) Flower Extract (1000ppm), Lupinus Albus (White Lupin) Seed Extract (1000ppm), Potassium Hydroxide, Polysorbate 60, Myristica Fragrans (Nutmeg) Extract, Disodium EDTA, Sorbitan Isostearate, Salix Alba (Willow) Bark Extract, Sodium Hyaluronate, Glycerin, Ethylhexylglycerin, Chenopodium Quinoa Seed Extract, Potassium Sorbate, Sodium Benzoate, Sorbic Acid, Tocopherol, Fragrance, Benzyl Benzoate, Citronellol, Limonene, Linalool"
The Face Shop,Pomegranate & Collagen Volume Lifting Serum,30,990,80,2250,4.4,563,82,Creamy,All,"Pomegranate,Collagen",Serum,2003,No,,No,Yes,Rejuvenating,"Water, Butylene Glycol, Glycerin, Cyclopentasiloxane, Triethylhexanoin, Butyrospermum Parkii (Shea Butter), 1,2-Hexanediol, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Peg-100 Stearate, Glyceryl Stearate, Cetearyl Olivate, Sorbitan Olivate, Caprylic/Capric Glycerides, Punica Granatum Extract, Hydrolyzed Collagen (8mg), Sodium Hyaluronate, Beta-Glucan, Adenosine, Panthenol, Carbomer, Potassium Hydroxide, Disodium EDTA, Elaeis Guineensis (Palm) Oil, Iron Oxides (Cl 77491), Fragrance"
The Face Shop,Vitamin C Lip Mask,14,1295,,,4.4,12,1,Gel,All,"Vitamin-C,Niacinamide,Vitamin-B5,Hyaluronic_Acid",Lip Mask,2003,,,No,,Moisturization,"Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Hydrogenated Polyisobutene, Butyrospermum Parkii (Shea) Butter, Tribehenin, Synthetic Wax, 1,2-Hexanediol, Microcrystalline Wax, Synthetic Fluorphlogopite, Ethylene/Propylene Copolymer, Simethicone, Ascorbic Acid(10 ppm), Ascorbyl Glucoside, Niacinamide, Panthenol, Fragrance, Limonene, Linalool, Citral, Red 7 Lake (CI 15850), Yellow 5 Lake (CI 19140), Titanium Dioxide (CI 77891)"
The Face Shop,Rice & Ceramide Moisturizing Toner,150,899,,,4.4,5479,559,Fluid,All,"Rice,Ceramide",Toner,2003,,,No,Yes,Moisturization,"Water/Eau, Glycerin, Alcohol Denat, Glycereth-26, Dipropylene Glycol, Peg-75, 1, 2-Hexanediol, Oryza Sativa (Rice) Extract, Oryza Sativa (Rice) Bran Oil, Ceramide Np, Dimethicone, Peg-60 Hydrogenated Castor Oil, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Polyglyceryl-10 Oleate, Lecithin, Glycosphingolipids, Potassium Hydroxide, Trisodium Edta, Phenoxyethanol, Ethylhexylglycerin, Parfum/Fragrance"
The Face Shop,White Seed Brightening Toner ,160,1990,,,4.4,410,84,Milky,All,"White_Seed,Niacinamide",Toner,2003,,,No,Yes,Brightning,"Water/Eau, Propanediol, 1,2-Hexanediol, Niacinamide, Hydrogenated Polydecene, Triceteareth-4 Phosphate, Peg-2 Stearate, Glycol Stearate, Glycerin, Caprylic/Capric Glycerides, Hexylresorcinol, Lupinus Albus Seed Extract, Bellis Perennis (Daisy) Flower Extract, Salix Alba (Willow) Bark Extract, Chenopodium Quinoa Seed Extract, Beta-Glucan, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Hydroxide, Disodium Edta, Parfum/Fragrance"
The Face Shop,Chia Seed Hydro Toner,160,1690,,,4.5,456,141,Fluid,Dry,"Chia_Seed,Vitamin-B12",Toner,2003,No,No,Yes,Yes,Hydration,"Water/Eau, Dipropylene Glycol, 1,2-Hexanediol, Glycerin, Panthenol, Salvia Hispanica Seed Extract, Cyanocobalmin, Gossypium Herbaceum(Cotton) Seed Extract, Butylene Glycol, Betaine, Diethoxyethyl Succinate, Ethylhexylglycerin, Xanthan Gum, Sodium Hyaluronate, Algin, Sodium Citrate, Citric Acid, Tocopherol, Maltodextrin, Bis-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Trisodium EDTA, Parfum/Fragrance"
The Face Shop,Dr. Belmeur Clean Mild Toner,145,1485,,,4.6,109,27,Milky,Sensitive,"Vitamin-B5,Sage",Toner,2003,No,No,Yes,,Hydration,"Water/Eau, Dipropylene Glycol, 1,2-Hexanediol, Glycerin, Butylene Glycol, Niacinamide, Panthenol, Beta-Glucan, Sodium Hyaluronate, Lactobacillus Ferment, Rosa Canina Fruit Extract, Corchorus Olitorius Leaf Extract, Monarda Didyma Leaf Extract, Salvia Officinalis(Sage)Leaf Extract, Mentha Rotundifolia Leaf Extract, Curcuma Longa(Turmeric)Root Extract, Eucalyptus Globulus Leaf Extract, Trisodium Edta, Sodium Citrate, Citric Acid"
The Face Shop,The Therapy Blending Toner,180,2799,,,4.2,6,1,Fluid,Dry,Vitamin-E,Toner,2003,No,No,Yes,,Moisturization,"Purified Water, Propanediol, Denatured Alcohol, Glycerin, Caprylic, Capric, Succinic Triglyceride, 1,2-Hexanediol, Edelweiss Flower, Leaf Extract, Thyme Extract, Budleya Extract, Olive Oil, Port Marie Gold Flower Extract, Bay Leaf Extract, Avocado Oil, Palmarosa Oil, Frankincense Oil, Dicaprylyl Ether, Gellan Gum, Diethylhexyl Zing Ylidene Malonate, Adenosine, Vetiver Root Oil, Oil Palm Oil, Caprylic, Capric Triglyceride, Rosemary Leaf Oil, Magnesium Sulfate, Sodium Citrate, Tocopherol"
COSRX,The 6 Peptide Skin Booster Serum,150,2050,,,4.5,349,54,Fluid,Sensitive,"Peptide,Collagen,Hyaluronic_Acid,Niacinamide",Serum,2013,No,,No,No,Rejuvenating,"Water, Dipropylene Glycol, Glycerin, Pentylene Glycol, 1,2-Hexanediol, Niacinamide, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polyacrylate Crosspolymer-6, Butylene Glycol, Xanthan Gum, Ethylhexylglycerin, Adenosine, Polyquaternium-51, Disodium EDTA, Citric Acid, Caprylyl Glycol, Betaine, t-Butyl Alcohol, Sodium PCA, Sodium Lactate, Acetyl Hexapeptide-8, Copper Tripeptide-1, PCA, sh-Polypeptide-121, Serine, Alanine, Allantoin, Sodium Hyaluronate, Acetyl Glucosamine, Glycine, Glutamic Acid, Lysine HCl, Threonine, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Arginine, Tocopherol, Oligopeptide-68, Proline, Dextran, Palmitoyl Tripeptide-8, Glycine Soja (Soybean) Oil, Hydrogenated Lecithin, Potassium Sorbate, Sodium Oleate"
COSRX,Advanced Snail 96 Mucin Power Essence,100,1450,,,4.5,51809,5183,Gel,All,"Snail,Hyaluronic_Acid",Essence,2013,No,,No,No,Hydration,"Snail Secretion Filtrate, Betaine, Butylene Glycol, 1,2-Hexanediol, Sodium Polyacrylate, Phenoxyethanol, Sodium Hyaluronate, Allantoin, Ethyl Hexanediol, Carbomer, Panthenol, Arginine"
COSRX,Advanced Snail Mucin 92 All In One Cream,100,1650,,,4.5,13159,1261,Gel Cream,All,"Snail,Hyaluronic_Acid",Moisturizer,2013,No,,No,No,Nourishing,"Snail Secretion Filtrate, Betaine, Caprylic/Capric Triglyceride, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate, Cetearyl Alcohol, Stearic acid, Arginine, Dimethicone, Carbomer, Panthenol, Allantoin, Sodium Polyacrylate, Xanthan Gum, Ethyl Hexanediol, Adenosine, Phenoxyethanol"
COSRX,AHA/BHA Clarifying Treatment Toner,150,1095,,,4.4,5124,429,Fluid,All,"AHA,BHA,Glycolic_Acid",Toner,2013,No,,Yes,No,Clarifying,"Water, Salix Alba (Willow) Bark Water, Pyrus Malus (Apple) Fruit Water, Butylene Glycol, 1,2-Hexanediol, Sodium Lactate, Glycolic Acid, Betaine Salicylate, Allantoin, Panthenol, Ethyl Hexanediol"
COSRX,Low PH Good Morning Gel Cleanser,150,850,,,4.5,5247,686,Gel,Dry,"Tea_Tree,BHA",Cleanser,2013,No,,Yes,No,Hydration,"Water, Cocamidopropyl Betaine, Sodium Lauroyl Methyl Isethionate, Polysorbate 20, Styrax Japonicus Branch/Fruit/Leaf Extract, Butylene Glycol, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Allantoin, Caprylyl Glycol, Ethylhexylglycerin, Betaine Salicylate, Citric Acid, Ethyl Hexanediol, 1,2-Hexanediol, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Disodium EDTA"
COSRX,Salicyclic Acid Daily Gentle Cleanser,150,850,,,4.5,3203,349,Gel,Oily,Salicyclic_Acid,Cleanser,2013,No,,Yes,No,Clarifying,"Water, Glycerin, Myristic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Butylene Glycol, Glycol Distearate, Polysorbate 80, Sodium Methyl Cocoyl Taurate, Salicylic Acid, Cocamidopropyl Betaine, PEG-60 Hydrogenated Castor Oil, Fragrance, Sodium Chloride, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Caprylyl Glycol, Ethylhexylglycerin, Salix Alba (Willow) Bark Water, Saccharomyces Ferment, Cryptomeria Japonica Leaf Extract, Nelumbo Nucifera Leaf Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, 1,2-Hexanediol, Ethyl Hexanediol, Citric Acid, Disodium EDTA"
